,Company,Title,Location,Rating
1732,Commonwealth-of-Massachusetts,System Administrator,Boston,5.0
1733,Commonwealth-of-Massachusetts,Director of Constituent Services,Boston,4.0
1734,Commonwealth-of-Massachusetts,Paralegal - State Board of Retirement,Boston,3.0
1735,Commonwealth-of-Massachusetts,Benefit Eligible & Referral Social Worker,Boston,4.0
1736,Commonwealth-of-Massachusetts,Program Coordinator III,Boston,5.0
1737,Commonwealth-of-Massachusetts,Director of Constituent Services,Boston,4.0
1738,Commonwealth-of-Massachusetts,Tutor,Boston,5.0
1739,Commonwealth-of-Massachusetts,director,Boston,4.0
1740,Commonwealth-of-Massachusetts,Social Worker,Boston,5.0
1741,Commonwealth-of-Massachusetts,Senior Infrastructure Security Analyst,Boston,5.0
1742,Commonwealth-of-Massachusetts,Project Manager,Boston,5.0
1743,Commonwealth-of-Massachusetts,Secretariat Chief Information Officer (SCIO),Boston,3.0
1744,Commonwealth-of-Massachusetts,IT Director,Boston,5.0
1745,Commonwealth-of-Massachusetts,Personnel Officer II,Boston,5.0
1746,Commonwealth-of-Massachusetts,Benefit Eligible & Referral Social Worker,Boston,4.0
1747,Commonwealth-of-Massachusetts,Program Coordinator III,Boston,5.0
1748,Commonwealth-of-Massachusetts,Director of Constituent Services,Boston,4.0
1749,Commonwealth-of-Massachusetts,Tutor,Boston,5.0
1750,Commonwealth-of-Massachusetts,director,Boston,4.0
1751,Commonwealth-of-Massachusetts,Social Worker,Boston,5.0
1752,Commonwealth-of-Massachusetts,Senior Infrastructure Security Analyst,Boston,5.0
1753,Commonwealth-of-Massachusetts,Project Manager,Boston,5.0
1754,Commonwealth-of-Massachusetts,Secretariat Chief Information Officer (SCIO),Boston,3.0
1755,Commonwealth-of-Massachusetts,IT Director,Boston,5.0
1756,Commonwealth-of-Massachusetts,Personnel Officer II,Boston,5.0
1757,Commonwealth-of-Massachusetts,Project Manager,Boston,5.0
1758,Commonwealth-of-Massachusetts,Director of ConstituentServices,Boston,4.0
1759,Commonwealth-of-Massachusetts,Sr. Business Analyst,Boston,4.0
1760,Commonwealth-of-Massachusetts,Program Coordinator-Fiscal and Operations,Boston,4.0
1761,Commonwealth-of-Massachusetts,Probation Officer II,Boston,5.0
1762,Commonwealth-of-Massachusetts,Administrative Assistant II,Boston,5.0
1763,Commonwealth-of-Massachusetts,"Editor, State Publications and Regulations",Boston,3.0
1764,Commonwealth-of-Massachusetts,Office Support Specialist,Worcester,4.0
1765,Commonwealth-of-Massachusetts,Office Specialist 2,Boston,4.0
1766,Commonwealth-of-Massachusetts,Global Services Program Manager,Boston,5.0
1767,Commonwealth-of-Massachusetts,Project Analyst-Information Technology Division,Boston,5.0
1768,Commonwealth-of-Massachusetts,Programmer Analyst,Boston,5.0
1769,Commonwealth-of-Massachusetts,Instructional Design/Training Specialist,Boston,4.0
1770,Commonwealth-of-Massachusetts,Cleaner,Framingham,5.0
1771,Commonwealth-of-Massachusetts,Project Manager,Boston,5.0
1772,Commonwealth-of-Massachusetts,Director of ConstituentServices,Boston,4.0
1773,Commonwealth-of-Massachusetts,Sr. Business Analyst,Boston,4.0
1774,Commonwealth-of-Massachusetts,Program Coordinator-Fiscal and Operations,Boston,4.0
1775,Commonwealth-of-Massachusetts,Probation Officer II,Boston,5.0
1776,Commonwealth-of-Massachusetts,Administrative Assistant II,Boston,5.0
1777,Commonwealth-of-Massachusetts,"Editor, State Publications and Regulations",Boston,3.0
1778,Commonwealth-of-Massachusetts,Office Support Specialist,Worcester,4.0
1779,Commonwealth-of-Massachusetts,Office Specialist 2,Boston,4.0
1780,Commonwealth-of-Massachusetts,Global Services Program Manager,Boston,5.0
1781,Commonwealth-of-Massachusetts,Project Analyst-Information Technology Division,Boston,5.0
1782,Commonwealth-of-Massachusetts,Programmer Analyst,Boston,5.0
1783,Commonwealth-of-Massachusetts,Instructional Design/Training Specialist,Boston,4.0
1784,Commonwealth-of-Massachusetts,Cleaner,Framingham,5.0
1785,Commonwealth-of-Massachusetts,Administrator IV,Boston,4.0
1786,Commonwealth-of-Massachusetts,COURT OFFICER I,Boston,5.0
1787,Commonwealth-of-Massachusetts,Instructional Design/Training Specialist,Boston,4.0
1788,Commonwealth-of-Massachusetts,Executive Assistant,Boston,3.0
1789,Commonwealth-of-Massachusetts,"Editor, State Publications and Regulations",Boston,3.0
1790,Commonwealth-of-Massachusetts,Director of ConstituentServices,Boston,4.0
1791,Commonwealth-of-Massachusetts,Trial Attorney,Boston,5.0
1792,Commonwealth-of-Massachusetts,Intern,Boston,5.0
1793,Commonwealth-of-Massachusetts,Case Specialist,Boston,4.0
1794,Commonwealth-of-Massachusetts,Collective Bargaining Election Specialist II,Boston,4.0
1795,Commonwealth-of-Massachusetts,MHW111,Boston,5.0
1796,Commonwealth-of-Massachusetts,Senior Consultant in Development,Boston,4.0
1797,Commonwealth-of-Massachusetts,IT,Boston,2.0
1798,Commonwealth-of-Massachusetts,Administrator IV,Boston,4.0
1799,Commonwealth-of-Massachusetts,Collective Bargaining Election Specialist II,Boston,4.0
1800,Commonwealth-of-Massachusetts,Senior Health Policy Analyst,Boston,2.0
1801,Commonwealth-of-Massachusetts,Executive Office of Elder Affairs,Boston,4.0
1802,Commonwealth-of-Massachusetts,Institutional Security Officer II,Boston,5.0
1803,Commonwealth-of-Massachusetts,Account Clerk / Associate Deputy of the Registrar,Boston,5.0
1804,Commonwealth-of-Massachusetts,MHW111,Boston,5.0
1805,Commonwealth-of-Massachusetts,Executive Office of Administration & Finance,Boston,5.0
1806,Commonwealth-of-Massachusetts,Compliance Officer,Boston,3.0
1807,Commonwealth-of-Massachusetts,Case Manager,Boston,4.0
1808,Commonwealth-of-Massachusetts,Legal Administrative Assistant,Boston,5.0
1809,Commonwealth-of-Massachusetts,Fellowship Intern,Boston,5.0
1810,Commonwealth-of-Massachusetts,Compliance Officer,Boston,3.0
1811,Commonwealth-of-Massachusetts,Field Auditor,Boston,3.0
1812,Commonwealth-of-Massachusetts,Global Services Program Manager,Boston,5.0
1813,Commonwealth-of-Massachusetts,Programmer Analyst,Boston,5.0
1814,Commonwealth-of-Massachusetts,Institutional Security Officer II,Boston,5.0
1815,Commonwealth-of-Massachusetts,Office of the State Auditor,Boston,3.0
1816,Commonwealth-of-Massachusetts,Secretariat Chief Information Officer (SCIO),Boston,3.0
1817,Commonwealth-of-Massachusetts,Offset Duplicating Machine Operator,Boston,5.0
1818,Commonwealth-of-Massachusetts,"House of Representative, 16th Worcester District",Boston,5.0
1819,Commonwealth-of-Massachusetts,Case Specialist,Boston,4.0
1820,Commonwealth-of-Massachusetts,Senior Consultant in Development,Boston,4.0
1821,Commonwealth-of-Massachusetts,Official Citation,Boston,5.0
1822,Commonwealth-of-Massachusetts,Net Developer,Boston,4.0
1823,Commonwealth-of-Massachusetts,Janitor/Custodian,Boston,4.0
1824,Commonwealth-of-Massachusetts,Front Desk Receptionist,Boston,5.0
1825,Commonwealth-of-Massachusetts,Administrative Assistant,Framingham,4.0
1826,Commonwealth-of-Massachusetts,Job Service Rep,Boston,3.0
1827,Commonwealth-of-Massachusetts,Personnel Officer II,Boston,5.0
1828,Commonwealth-of-Massachusetts,Attorney General,Boston,5.0
1829,Commonwealth-of-Massachusetts,Field Auditor,Boston,3.0
1830,Commonwealth-of-Massachusetts,Legal Administrative Assistant,Boston,5.0
1831,Commonwealth-of-Massachusetts,Trial Attorney,Boston,5.0
1832,Commonwealth-of-Massachusetts,Intern,Boston,5.0
1833,Commonwealth-of-Massachusetts,Engineer Aide/Draftsman,Boston,5.0
1834,Commonwealth-of-Massachusetts,Executive Assistant,Boston,3.0
1835,Commonwealth-of-Massachusetts,Legal Administrative Assistant,Boston,5.0
1836,Commonwealth-of-Massachusetts,Attorney General,Boston,5.0
1837,Commonwealth-of-Massachusetts,Administrative Assistant,Framingham,4.0
1838,Commonwealth-of-Massachusetts,Engineer Aide/Draftsman,Boston,5.0
1839,Commonwealth-of-Massachusetts,Official Citation,Boston,5.0
1840,Commonwealth-of-Massachusetts,Job Service Rep,Boston,3.0
1841,Commonwealth-of-Massachusetts,Compliance Officer,Boston,3.0
1842,Commonwealth-of-Massachusetts,Field Auditor,Boston,3.0
1843,Commonwealth-of-Massachusetts,Official Citation,Boston,5.0
1844,Commonwealth-of-Massachusetts,Residential Manager,Boston,4.0
1845,Commonwealth-of-Massachusetts,Job Service Rep,Boston,3.0
1846,Commonwealth-of-Massachusetts,Net Developer,Boston,4.0
1847,Commonwealth-of-Massachusetts,Janitor/Custodian,Boston,4.0
1848,Commonwealth-of-Massachusetts,Informatica Consultant,Boston,5.0
1849,CONSTANT-CONTACT,Customer Service Representative,Waltham,3.0
1850,CONSTANT-CONTACT,manager,Waltham,5.0
1851,CONSTANT-CONTACT,Strategic Account Manager,Waltham,5.0
1852,CONSTANT-CONTACT,Engagement Specialist,Waltham,4.0
1853,CONSTANT-CONTACT,Customer Engagement Specialist,Waltham,5.0
1854,CONSTANT-CONTACT,Billing Specialist,Waltham,4.0
1855,CONSTANT-CONTACT,Senior OIM & OAM Engineer,Waltham,5.0
1856,CONSTANT-CONTACT,Data Integration Engineer (Intern),Waltham,5.0
1857,CONSTANT-CONTACT,"Senior Director, Emerging Businesses",Waltham,3.0
1858,CONSTANT-CONTACT,Customer Engagement Specialist,Waltham,2.0
1859,CONSTANT-CONTACT,Customer Engagement Specialist,Waltham,4.0
1860,CONSTANT-CONTACT,Anonymous,Waltham,4.0
1861,CONSTANT-CONTACT,Customer Service Representative,Waltham,3.0
1862,CONSTANT-CONTACT,New Hire Training Specialist,Waltham,5.0
1863,CONSTANT-CONTACT,Customer Engagement Specialist,Waltham,5.0
1864,CONSTANT-CONTACT,Customer Engagement Specialist,Waltham,4.0
1865,CONSTANT-CONTACT,Director,Waltham,4.0
1866,CONSTANT-CONTACT,Consultant,Waltham,5.0
1867,CONSTANT-CONTACT,Marketing Manager,Waltham,3.0
1868,CONSTANT-CONTACT,G&A,Waltham,4.0
1869,CONSTANT-CONTACT,Management of Multi Channel SaaS Technical Support,Waltham,5.0
1870,CONSTANT-CONTACT,Account Review Specialist,Waltham,3.0
1871,CONSTANT-CONTACT,Informal leader & Sales representative,Waltham,2.0
1872,CONSTANT-CONTACT,Customer Service Representative,Waltham,3.0
1873,CONSTANT-CONTACT,Customer Engagement Specialist,Waltham,4.0
1874,CONSTANT-CONTACT,G&A,Waltham,4.0
1875,CONSTANT-CONTACT,Technical Support Representative,Waltham,5.0
1876,CONSTANT-CONTACT,Sales rep,Waltham,1.0
1877,CONSTANT-CONTACT,Technical Recruiter,Waltham,5.0
1878,CONSTANT-CONTACT,Account Review Specialist,Waltham,3.0
1879,CONSTANT-CONTACT,Marketing Consultant,Waltham,5.0
1880,CONSTANT-CONTACT,Management of Multi Channel SaaS Technical Support,Waltham,5.0
1881,CONSTANT-CONTACT,Customer Service Representative,Waltham,3.0
1882,CONSTANT-CONTACT,Support Quality Specialist,Waltham,4.0
1883,CONSTANT-CONTACT,Inside Sales Manager,Waltham,4.0
1884,CONSTANT-CONTACT,Management of Multi Channel SaaS Technical Support,Waltham,5.0
1885,CONSTANT-CONTACT,Marketing Manager,Waltham,3.0
1886,CONSTANT-CONTACT,Engagement Marketing Direct Sales,Waltham,2.0
1887,CONSTANT-CONTACT,Director,Waltham,4.0
1888,CONSTANT-CONTACT,Marketing Consultant,Waltham,5.0
1889,CONSTANT-CONTACT,Consultant,Waltham,5.0
1890,CONSTANT-CONTACT,Help Desk Intern/IT Support,Waltham,5.0
1891,Cushman---Wakefield,Billings & Commissions Specialist,Newton,4.0
1892,Cushman---Wakefield,Billings & Commissions Specialist,Newton,4.0
1893,Cushman---Wakefield,Billings & Commissions Specialist,Newton,4.0
1894,Cushman---Wakefield,Billings & Commissions Specialist,Newton,4.0
1895,CVS-Health,Sales Associate/Cashier,Framingham,3.0
1896,CVS-Health,Shift Supervisor,Boston,4.0
1897,CVS-Health,Supervisor,Newton,2.0
1898,CVS-Health,Head cashier,Boston,3.0
1899,CVS-Health,Shift Supervisor,Worcester,4.0
1900,CVS-Health,Work as a clerk cashier,Boston,4.0
1901,CVS-Health,Cashier,Boston,5.0
1902,CVS-Health,Work as a clerk cashier,Boston,4.0
1903,CVS-Health,Cashier,Boston,5.0
1904,CVS-Health,Sales Associates,Boston,3.0
1905,CVS-Health,Pharmacy Technician,Plymouth,3.0
1906,CVS-Health,Pharmaceutical Technician,Boston,2.0
1907,CVS-Health,Shift Supervisor,Worcester,4.0
1908,CVS-Health,Pharmacy Technician,Plymouth,3.0
1909,CVS-Health,CPhT,Worcester,2.0
1910,CVS-Health,Customer Service Representative,Boston,5.0
1911,CVS-Health,Sales Associate/Cashier,Framingham,3.0
1912,CVS-Health,Sales Associate/Cashier,Framingham,3.0
1913,CVS-Health,Sales Associates,Boston,3.0
1914,CVS-Health,Shift Supervisor,Worcester,4.0
1915,CVS-Health,Pharmacy Intern,Plymouth,5.0
1916,CVS-Health,Customer Service Representative,Boston,5.0
1917,Dassault-Systèmes,Treasury & Finance Intern,Waltham,5.0
1918,Dassault-Systèmes,Senior Software Engineer,Waltham,3.0
1919,Dassault-Systèmes,IT,Waltham,2.0
1920,Dassault-Systèmes,Product Side,Waltham,2.0
1921,Dassault-Systèmes,Treasury & Finance Intern,Waltham,5.0
1922,Dassault-Systèmes,Senior Software Engineer,Waltham,3.0
1923,Dassault-Systèmes,IT,Waltham,2.0
1924,Dassault-Systèmes,Product Side,Waltham,2.0
1925,DentaQuest,Customer Care Rep,Boston,3.0
1926,DentaQuest,Manager,Boston,4.0
1927,DentaQuest,Member Service Representative,Boston,5.0
1928,DentaQuest,Claims Operations,Boston,1.0
1929,DentaQuest,Product & Market Strategy Manager,Boston,5.0
1930,DentaQuest,Member Service Representative,Boston,5.0
1931,DentaQuest,Claims Operations,Boston,1.0
1932,DentaQuest,Product & Market Strategy Manager,Boston,5.0
1933,DentaQuest,Accounts Payable Specialist,Boston,4.0
1934,DentaQuest,Claims Analyst,Boston,5.0
1935,Dunkin--Brands,Dunkin Donuts,Boston,5.0
1936,Dunkin--Brands,Dunkin Donuts,Boston,5.0
1937,Dunkin--Brands,Dunkin Donuts,Boston,5.0
1938,Dunkin--Brands,Dunkin Donuts,Boston,5.0
1939,Dunkin--Brands,Dunkin Donuts,Boston,5.0
1940,Dunkin--Brands,Cashier/Customer Service,Framingham,4.0
1941,Dunkin--Brands,Dunkin Donuts,Boston,5.0
1942,Dunkin--Brands,Cashier/Customer Service,Framingham,4.0
1943,Dunkin--Brands,Cashier,Boston,5.0
1944,Dunkin--Brands,Senior Associate,Boston,3.0
1945,Dunkin--Brands,Dunkin Donuts Crew Member,Salem,3.0
1946,Dunkin--Brands,Cashier and Crew Member,Boston,4.0
1947,Dunkin--Brands,Cashier and Crew Member,Boston,4.0
1948,Dunkin--Brands,Crew memeber,Boston,3.0
1949,Dunkin--Brands,Senior Associate,Boston,3.0
1950,Dunkin--Brands,Assistant manger,Boston,1.0
1951,Dunkin--Brands,Dunkin Donuts Crew Member,Worcester,5.0
1952,Dunkin--Brands,Dunkin Donuts Crew Member/ BP gas attendent,Plymouth,3.0
1953,Dunkin--Brands,Crew memeber,Boston,3.0
1954,Dunkin--Brands,Manager in Training (MIT),Plymouth,4.0
1955,Dunkin--Brands,Manager in Training (MIT),Plymouth,4.0
1956,Dunkin--Brands,Crew memeber,Boston,3.0
1957,Dunkin--Brands,Shift leader,Boston,2.0
1958,Dunkin--Brands,Crew memeber,Boston,3.0
1959,Dunkin--Brands,Assist people,Boston,4.0
1960,Dunkin--Brands,Manager in Training (MIT),Plymouth,4.0
1961,Dunkin--Brands,Cashier/ Team member,Boston,5.0
1962,Dunkin--Brands,Cashier/Customer Service,Framingham,4.0
1963,Dynatrace,"Vice President, Strategic Business Development",Waltham,4.0
1964,Dynatrace,Corporate Sales Executive,Waltham,3.0
1965,Dynatrace,Enablement Services Delivery Architect,Waltham,3.0
1966,Dynatrace,ESA,Waltham,3.0
1967,Dynatrace,Enterprise Sales Associate,Waltham,4.0
1968,Dynatrace,"Vice President, Strategic Business Development",Waltham,4.0
1969,Dynatrace,Corporate Sales Executive,Waltham,3.0
1970,Dynatrace,Enablement Services Delivery Architect,Waltham,3.0
1971,Dynatrace,ESA,Waltham,3.0
1972,Dynatrace,Enterprise Sales Associate,Waltham,4.0
1973,Earthwatch-Institute,Coordinator,Boston,4.0
1974,Earthwatch-Institute,Coordinator,Boston,4.0
1975,EF-Education-First,Events Coordinator,Boston,5.0
1976,EF-Education-First,Territory Manager,Boston,3.0
1977,EF-Education-First,IT Project Manager,Boston,5.0
1978,EF-Education-First,Sales Manager,Boston,2.0
1979,EF-Education-First,Tour Consultant,Boston,5.0
1980,EF-Education-First,Events Coordinator,Boston,5.0
1981,EF-Education-First,Tour Consultant,Boston,5.0
1982,EF-Education-First,Sales Manager,Boston,2.0
1983,EF-Education-First,Territory Manager,Boston,3.0
1984,EF-Education-First,IT Project Manager,Boston,5.0
1985,EF-Educational-Tours,Manager,Boston,5.0
1986,EF-Educational-Tours,Manager,Boston,5.0
1987,Eliot-Community-Human-Services,Group Care Worker I,Waltham,3.0
1988,Eliot-Community-Human-Services,Assistant Director,Boston,5.0
1989,Eliot-Community-Human-Services,Gcw,Plymouth,1.0
1990,Eliot-Community-Human-Services,Group Care Worker,Framingham,2.0
1991,Eliot-Community-Human-Services,Group Care Worker I,Waltham,3.0
1992,Eliot-Community-Human-Services,Group Care Worker I,Waltham,3.0
1993,Eliot-Community-Human-Services,Group Care Worker I,Waltham,3.0
1994,Enterprise-Holdings,Bus Operator,Boston,5.0
1995,Enterprise-Holdings,Bus Operator,Boston,5.0
1996,Enterprise-Holdings,Senior Accountant,Boston,5.0
1997,Enterprise-Holdings,Internship,Boston,4.0
1998,Enterprise-Holdings,Senior Accountant,Boston,5.0
1999,Enterprise-Holdings,Internship,Boston,4.0
2000,Enterprise-Holdings,ASSISTANT MANAGER / LIABILITY CLAIM REPRESENTATIVE,Framingham,5.0
2001,Enterprise-Holdings,ASSISTANT MANAGER / LIABILITY CLAIM REPRESENTATIVE,Framingham,5.0
2002,Enterprise-Holdings,Internship,Boston,4.0
2003,Enterprise-Holdings,Management Trainee Intern,Boston,2.0
2004,Enterprise-Holdings,Cleaning Crew Member,Boston,3.0
2005,Enterprise-Holdings,Cleaning Crew Member,Boston,3.0
2006,Enterprise-Holdings,Management Assistant,Framingham,4.0
2007,Enterprise-Holdings,Bus Operator,Boston,5.0
2008,Enterprise-Holdings,Driver,Boston,5.0
2009,Enterprise-Holdings,Rental Management Representative,Boston,3.0
2010,Enterprise-Holdings,Internship,Boston,5.0
2011,Enterprise-Holdings,Internship,Boston,5.0
2012,Enterprise-Holdings,Internship,Boston,5.0
2013,Enterprise-Holdings,Internship,Boston,5.0
2014,Enterprise-Holdings,Cleaning Crew Member,Boston,3.0
2015,Enterprise-Holdings,Rental Management Representative,Boston,3.0
2016,Enterprise-Holdings,Service Agent,Boston,5.0
2017,Enterprise-Holdings,Business Management Intern and Sales Trainee,Salem,4.0
2018,Enterprise-Holdings,Business Management Intern and Sales Trainee,Salem,4.0
2019,Enterprise-Holdings,Service Agent,Boston,5.0
2020,Enterprise-Holdings,Driver,Boston,5.0
2021,Eversource-Energy,ELECTRIC OPERATIONS SUPERVISOR,Boston,5.0
2022,Eversource-Energy,Co-op Student,Boston,4.0
2023,Eversource-Energy,ELECTRIC OPERATIONS SUPERVISOR,Boston,5.0
2024,Eversource-Energy,Co-op Student,Boston,4.0
2025,Eversource-Energy,ELECTRIC OPERATIONS SUPERVISOR,Boston,5.0
2026,Eversource-Energy,Co-op Student,Boston,4.0
2027,Eversource-Energy,ELECTRIC OPERATIONS SUPERVISOR,Boston,5.0
2028,Eversource-Energy,Data/Business Analyst,Boston,4.0
2029,Eversource-Energy,"Manager, Investment Planning",Boston,3.0
2030,Eversource-Energy,GIS Drafting Tecnician,Boston,5.0
2031,Eversource-Energy,ELECTRIC OPERATIONS SUPERVISOR,Boston,5.0
2032,Eversource-Energy,Data/Business Analyst,Boston,4.0
2033,Eversource-Energy,"Manager, Investment Planning",Boston,3.0
2034,Eversource-Energy,GIS Drafting Tecnician,Boston,5.0
2035,Eversource-Energy,ELECTRIC OPERATIONS SUPERVISOR,Boston,5.0
2036,Eversource-Energy,Sr. Programmer Analyst,Boston,2.0
2037,Eversource-Energy,Electrical Operations Supervisor,Boston,5.0
2038,Eversource-Energy,ELECTRIC OPERATIONS SUPERVISOR,Boston,5.0
2039,Eversource-Energy,Sr. Programmer Analyst,Boston,2.0
2040,Eversource-Energy,Electrical Operations Supervisor,Boston,5.0
2041,Eversource-Energy,ELECTRIC OPERATIONS SUPERVISOR,Boston,5.0
2042,Eversource-Energy,Costumer Service Representative,Boston,5.0
2043,FactSet-Research-Systems,Investment Management Consultant,Boston,4.0
2044,FactSet-Research-Systems,Investment Management Consultant,Boston,4.0
2045,FactSet,Investment Management Consultant,Boston,4.0
2046,FactSet,Investment Management Consultant,Boston,4.0
2047,FactSet,Consultant,Boston,4.0
2048,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2049,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2050,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2051,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2052,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2053,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2054,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2055,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2056,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2057,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2058,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2059,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2060,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2061,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2062,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2063,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2064,Federal Reserve Bank of Boston,Environmental Services/House Keeper,Boston,3.0
2065,Federal Reserve Bank of Boston,Director,Boston,5.0
2066,Federal Reserve Bank of Boston,Research Department,Boston,5.0
2067,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2068,Federal Reserve Bank of Boston,Environmental Services/House Keeper,Boston,3.0
2069,Federal Reserve Bank of Boston,Director,Boston,5.0
2070,Federal Reserve Bank of Boston,Research Department,Boston,5.0
2071,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2072,Federal Reserve Bank of Boston,Savings Bond Processor,Boston,5.0
2073,Federal Reserve Bank of Boston,Director,Boston,5.0
2074,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2075,Federal Reserve Bank of Boston,Quality Management Analyst- Intern,Boston,5.0
2076,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2077,Federal Reserve Bank of Boston,Co-op,Boston,3.0
2078,Federal Reserve Bank of Boston,Savings Bond Processor,Boston,5.0
2079,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2080,Federal Reserve Bank of Boston,Co-op,Boston,3.0
2081,Federal Reserve Bank of Boston,Savings Bond Processor,Boston,5.0
2082,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2083,Federal Reserve Bank of Boston,Classroom Brainstorm & Front desk Assistant,Boston,4.0
2084,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2085,Federal Reserve Bank of Boston,Classroom Brainstorm & Front desk Assistant,Boston,4.0
2086,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2087,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2088,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2089,Federal Reserve Bank of Boston,Quality Assurance / Business Analyst / (Treasury),Boston,5.0
2090,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2091,Federal Reserve Bank of Boston,Quality Assurance / Business Analyst / (Treasury),Boston,5.0
2092,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2093,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2094,Federal Reserve Bank of Boston,Quality Management Analyst- Intern,Boston,5.0
2095,Federal Reserve Bank of Boston,IT/Computer System Analyst,Boston,5.0
2096,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2097,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2098,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2099,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2100,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2101,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2102,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2103,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2104,Federal-Reserve-Bank-of-Boston,Research Department,Boston,5.0
2105,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2106,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2107,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2108,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2109,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2110,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2111,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2112,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2113,Federal-Reserve-Bank-of-Boston,Environmental Services/House Keeper,Boston,3.0
2114,Federal-Reserve-Bank-of-Boston,Director,Boston,5.0
2115,Federal-Reserve-Bank-of-Boston,Research Department,Boston,5.0
2116,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2117,Federal-Reserve-Bank-of-Boston,Environmental Services/House Keeper,Boston,3.0
2118,Federal-Reserve-Bank-of-Boston,Director,Boston,5.0
2119,Federal-Reserve-Bank-of-Boston,Research Department,Boston,5.0
2120,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2121,Federal-Reserve-Bank-of-Boston,Savings Bond Processor,Boston,5.0
2122,Federal-Reserve-Bank-of-Boston,Director,Boston,5.0
2123,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2124,Federal-Reserve-Bank-of-Boston,Quality Management Analyst- Intern,Boston,5.0
2125,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2126,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2127,Federal-Reserve-Bank-of-Boston,Co-op,Boston,3.0
2128,Federal-Reserve-Bank-of-Boston,Savings Bond Processor,Boston,5.0
2129,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2130,Federal-Reserve-Bank-of-Boston,Classroom Brainstorm & Front desk Assistant,Boston,4.0
2131,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
2132,Federal-Reserve-Bank-of-Boston,Classroom Brainstorm & Front desk Assistant,Boston,4.0
2133,Federal-Reserve-Bank-of-Boston,IT/Computer System Analyst,Boston,5.0
