,Company,Title,Location,Rating,Work/Life Balance,Benefit,Security,Culture
1668,Brigham---Women-s-Hospital-BWH-,Billing and Compliance Project Manager,Greater_Boston_Area,5.0,5,none,none,5
1669,Brigham---Women-s-Hospital-BWH-,Pharmacy Technician Stock Room Clerk,Greater_Boston_Area,5.0,none,5,none,5
1670,Brigham---Women-s-Hospital-BWH-,Orthopedic Medical Assistant II,Greater_Boston_Area,3.0,none,none,4,none
1671,Brigham---Women-s-Hospital-BWH-,Research Assistant,Greater_Boston_Area,5.0,none,none,5,none
1672,Brigham---Women-s-Hospital-BWH-,NICU Greeter/ Cuddler,Greater_Boston_Area,5.0,none,none,5,5
1673,Brigham---Women-s-Hospital-BWH-,"Assistant Director of Development, Major Gifts",Greater_Boston_Area,4.0,none,5,5,none
1674,Brigham---Women-s-Hospital-BWH-,Laboratory Research Technician,Greater_Boston_Area,3.0,none,none,5,5
1675,Brigham---Women-s-Hospital-BWH-,Respiratory Therapist,Greater_Boston_Area,4.0,none,5,4,none
1676,Brigham---Women-s-Hospital-BWH-,Unit Coordinator/Medical Intensive Care Unit 3/BC,Greater_Boston_Area,5.0,none,none,none,5
1677,Brigham---Women-s-Hospital-BWH-,Research Assistant,Greater_Boston_Area,2.0,none,4,none,none
1678,Brigham---Women-s-Hospital-BWH-,Food Service Worker,Greater_Boston_Area,4.0,5,5,none,none
1679,Brigham---Women-s-Hospital-BWH-,Phlebotomy (Externship) Arthritis/Orthopedics Lab,Greater_Boston_Area,5.0,none,5,none,none
1680,Brigham---Women-s-Hospital-BWH-,Clinical Rotation,Greater_Boston_Area,4.0,none,none,5,none
1681,Brigham---Women-s-Hospital-BWH-,Anesthesia Technician,Greater_Boston_Area,5.0,5,none,none,5
1682,Brigham---Women-s-Hospital-BWH-,Health info services clerk/ Medical records Clerk,Greater_Boston_Area,4.0,none,5,none,none
1683,Brigham---Women-s-Hospital-BWH-,Clinical Research Coordinator,Greater_Boston_Area,4.0,none,none,5,5
1684,Brigham---Women-s-Hospital-BWH-,Surgical Technician,Greater_Boston_Area,5.0,none,5,none,5
1685,Brigham---Women-s-Hospital-BWH-,CENTRAL PROCESSING TECHNICIAN,Greater_Boston_Area,4.0,none,none,5,none
1686,Brigham---Women-s-Hospital-BWH-,Operating Room Billing Coordinator,Greater_Boston_Area,3.0,3,none,3,none
1687,Brigham---Women-s-Hospital-BWH-,Registered Nurse,Greater_Boston_Area,4.0,none,5,none,5
1688,Brigham---Women-s-Hospital-BWH-,Senior Practice Assistant,Greater_Boston_Area,4.0,5,none,none,5
1689,Brigham---Women-s-Hospital-BWH-,Med- Surg II,Greater_Boston_Area,5.0,none,5,none,5
1690,Brigham---Women-s-Hospital-BWH-,OB Nursing Clinical,Greater_Boston_Area,4.0,5,5,none,none
1691,Brigham---Women-s-Hospital-BWH-,RN ONCOLOGY UNIT,Greater_Boston_Area,5.0,5,none,none,5
1692,Brigham---Women-s-Hospital-BWH-,Patient care tech,Greater_Boston_Area,2.0,5,none,none,5
1693,Brigham---Women-s-Hospital-BWH-,Analyst,Greater_Boston_Area,4.0,none,5,none,none
1694,Brigham---Women-s-Hospital-BWH-,Assistant Director,Greater_Boston_Area,4.0,none,5,5,none
1695,Brigham---Women-s-Hospital-BWH-,Unit Coordinator,Greater_Boston_Area,4.0,none,none,5,5
1696,Brigham---Women-s-Hospital-BWH-,Administrative Assistant II,Greater_Boston_Area,3.0,5,5,none,none
1697,Brigham---Women-s-Hospital-BWH-,Lab Tech Assistant,Greater_Boston_Area,3.0,5,none,5,none
1698,Brigham---Women-s-Hospital-BWH-,Full time staff nurse,Greater_Boston_Area,5.0,4,none,none,none
1699,Brigham---Women-s-Hospital-BWH-,Medical Surgical Assistant/ Registered Nurse,Greater_Boston_Area,5.0,5,5,none,none
1700,Brigham---Women-s-Hospital-BWH-,Laboratory Research Technician,Greater_Boston_Area,3.0,5,5,none,none
1701,Brigham---Women-s-Hospital-BWH-,Dietary Aide,Greater_Boston_Area,5.0,none,none,5,5
1702,Brigham---Women-s-Hospital-BWH-,Medical Assistant II / Phlebotomist,Greater_Boston_Area,5.0,5,none,none,5
1703,Brigham---Women-s-Hospital-BWH-,Administrative Assistant,Greater_Boston_Area,3.0,4,5,none,none
1704,Brigham---Women-s-Hospital-BWH-,Medical Assistant,Greater_Boston_Area,5.0,none,5,none,5
1705,Brigham---Women-s-Hospital-BWH-,Clinical Applications Analyst II,Greater_Boston_Area,4.0,none,5,none,none
1706,Brigham---Women-s-Hospital-BWH-,Research Fellow,Greater_Boston_Area,4.0,none,5,5,none
1707,Brigham---Women-s-Hospital-BWH-,Lead Medical Assistant - Phyllis Jen Center,Greater_Boston_Area,5.0,none,4,none,5
1708,Brigham---Women-s-Hospital-BWH-,Research Assistant II,Greater_Boston_Area,5.0,5,none,none,none
1709,Brigham---Women-s-Hospital-BWH-,Health Unit Coordinator,Greater_Boston_Area,5.0,none,3,none,5
1710,Brigham---Women-s-Hospital-BWH-,RN ONCOLOGY UNIT,Greater_Boston_Area,5.0,none,none,5,none
1711,Brigham---Women-s-Hospital-BWH-,Practice Secretary,Greater_Boston_Area,5.0,5,5,none,none
1712,Brigham---Women-s-Hospital-BWH-,Lab Specimen Manager/ Research Assistant,Greater_Boston_Area,4.0,4,none,5,none
1713,Brigham---Women-s-Hospital-BWH-,Unit Coordinator,Greater_Boston_Area,4.0,5,5,none,none
1714,Brigham---Women-s-Hospital-BWH-,Clinical Project Manager,Greater_Boston_Area,4.0,5,none,none,5
1715,Brigham---Women-s-Hospital-BWH-,transport,Greater_Boston_Area,3.0,none,5,5,none
1716,Brigham---Women-s-Hospital-BWH-,Schuster Transplant Center Externship,Greater_Boston_Area,4.0,none,none,5,none
1717,Brigham---Women-s-Hospital-BWH-,Program Director,Greater_Boston_Area,5.0,none,5,none,5
1718,Brigham---Women-s-Hospital-BWH-,Research Assistant,Greater_Boston_Area,3.0,none,none,5,5
1719,Brigham---Women-s-Hospital-BWH-,Research Technician,Greater_Boston_Area,3.0,none,5,none,5
1720,Brigham---Women-s-Hospital-BWH-,Patient care tech,Greater_Boston_Area,2.0,5,none,none,5
1721,Brigham---Women-s-Hospital-BWH-,ESA/Medical Assistant/Phlebotomy,Greater_Boston_Area,4.0,4,none,none,5
1722,Brigham---Women-s-Hospital-BWH-,Sr. Exercise Physiologist,Greater_Boston_Area,4.0,3,none,none,4
1723,Brigham---Women-s-Hospital-BWH-,Service Coordinator,Greater_Boston_Area,4.0,none,none,none,5
1724,Brigham---Women-s-Hospital-BWH-,EXTERNSHIP,Greater_Boston_Area,5.0,none,none,5,5
1725,Brigham---Women-s-Hospital-BWH-,Senior Administrative Assistant,Greater_Boston_Area,5.0,none,none,none,5
1726,Brigham---Women-s-Hospital-BWH-,Surgical Coordinator/Practice Assistant II,Greater_Boston_Area,5.0,none,none,5,none
1727,Brigham---Women-s-Hospital-BWH-,Sr. Credentialing Administrator,Greater_Boston_Area,5.0,none,none,5,5
1728,Brigham---Women-s-Hospital-BWH-,FACILITY MANAGER,Greater_Boston_Area,4.0,5,5,none,none
1729,Brigham---Women-s-Hospital-BWH-,Nurse,Greater_Boston_Area,5.0,none,5,none,5
1730,Brigham---Women-s-Hospital-BWH-,"Postdoctoral Research Fellow, Cambridge, USA",Greater_Boston_Area,5.0,none,5,5,none
1731,Brigham---Women-s-Hospital-BWH-,Surgical Technologist,Greater_Boston_Area,5.0,none,none,none,2
1732,Brigham---Women-s-Hospital-BWH-,Laboratory Director and Technical Director,Greater_Boston_Area,4.0,none,none,5,5
1733,Brigham---Women-s-Hospital-BWH-,Administrative Assistant,Greater_Boston_Area,3.0,none,5,none,none
1734,Brigham---Women-s-Hospital-BWH-,Licensed Practical Nurse,Greater_Boston_Area,5.0,none,none,5,5
1735,Brigham---Women-s-Hospital-BWH-,"Practice Assistant, Department of Neurosurgery",Greater_Boston_Area,5.0,none,5,none,5
1736,Brigham---Women-s-Hospital-BWH-,HR Staffing Partner,Greater_Boston_Area,5.0,none,none,none,none
1737,Brigham---Women-s-Hospital-BWH-,CREDENTIALING ADMINISTRATOR,Greater_Boston_Area,4.0,4,none,5,none
1738,Brigham---Women-s-Hospital-BWH-,PCA/CHUC,Greater_Boston_Area,4.0,none,none,none,none
1739,Brigham---Women-s-Hospital-BWH-,"Neurology, Patient Care Associate",Greater_Boston_Area,4.0,none,4,5,none
1740,Brigham---Women-s-Hospital-BWH-,New Patient Coordinator,Greater_Boston_Area,5.0,none,5,none,none
1741,Brigham---Women-s-Hospital-BWH-,Research Coordinator/Assistant,Greater_Boston_Area,5.0,4,none,none,3
1742,Brigham---Women-s-Hospital-BWH-,Personal Care Assistant,Greater_Boston_Area,5.0,5,none,none,5
1743,Brigham---Women-s-Hospital-BWH-,Medical Assistant II / Phlebotomist,Greater_Boston_Area,5.0,none,none,5,5
1744,Brigham---Women-s-Hospital-BWH-,Unit Coordinator,Greater_Boston_Area,4.0,5,5,none,none
1745,Brigham---Women-s-Hospital-BWH-,Anesthesia Technician,Greater_Boston_Area,5.0,3,4,none,none
1746,Brigham---Women-s-Hospital-BWH-,MCEP Volunteer,Greater_Boston_Area,5.0,4,none,none,none
1747,Brigham---Women-s-Hospital-BWH-,Network Technician,Greater_Boston_Area,3.0,5,none,5,none
1748,Brigham---Women-s-Hospital-BWH-,Administrative Assistant,Greater_Boston_Area,3.0,none,none,none,5
1749,Brigham---Women-s-Hospital-BWH-,Ambulatory Practice Secretary/Medical Interpreter,Greater_Boston_Area,4.0,none,none,5,5
1750,Brigham---Women-s-Hospital-BWH-,"Medical Assistant, I",Greater_Boston_Area,5.0,3,none,none,none
1751,Brigham---Women-s-Hospital-BWH-,Executive Assistant,Greater_Boston_Area,5.0,4,none,5,none
1752,Brigham---Women-s-Hospital-BWH-,"Emergency Service Assistant, Emergency Department",Greater_Boston_Area,5.0,none,5,none,5
1753,Brigham---Women-s-Hospital-BWH-,Licensed Practical Nurse,Greater_Boston_Area,5.0,none,none,none,4
1754,Brigham---Women-s-Hospital-BWH-,Administrative Assistant I,Greater_Boston_Area,5.0,none,5,none,5
1755,Brigham---Women-s-Hospital-BWH-,Administrative Assistant/ Front End Staff,Greater_Boston_Area,4.0,3,5,none,none
1756,Brigham---Women-s-Hospital-BWH-,"Neurology, Patient Care Associate",Greater_Boston_Area,4.0,none,5,none,5
1757,Brigham---Women-s-Hospital-BWH-,New Patient Coordinator,Greater_Boston_Area,5.0,5,5,none,none
1758,Brigham---Women-s-Hospital-BWH-,Research Coordinator/Assistant,Greater_Boston_Area,5.0,none,5,none,5
1759,Brigham---Women-s-Hospital-BWH-,Personal Care Assistant,Greater_Boston_Area,5.0,none,none,none,5
1760,Brigham---Women-s-Hospital-BWH-,Medical Assistant II / Phlebotomist,Greater_Boston_Area,5.0,5,none,5,none
1761,Brigham---Women-s-Hospital-BWH-,Unit Coordinator,Greater_Boston_Area,4.0,none,none,5,5
1762,Brigham---Women-s-Hospital-BWH-,Anesthesia Technician,Greater_Boston_Area,5.0,none,5,none,none
1763,Brigham---Women-s-Hospital-BWH-,MCEP Volunteer,Greater_Boston_Area,5.0,none,none,5,5
1764,Brigham---Women-s-Hospital-BWH-,Network Technician,Greater_Boston_Area,3.0,none,3,5,none
1765,Brigham---Women-s-Hospital-BWH-,Administrative Assistant,Greater_Boston_Area,3.0,none,none,5,5
1766,Brigham---Women-s-Hospital-BWH-,Ambulatory Practice Secretary/Medical Interpreter,Greater_Boston_Area,4.0,4,5,none,none
1767,Brigham---Women-s-Hospital-BWH-,"Medical Assistant, I",Greater_Boston_Area,5.0,none,5,none,none
1768,Brigham---Women-s-Hospital-BWH-,Executive Assistant,Greater_Boston_Area,5.0,4,none,none,5
1769,Brigham---Women-s-Hospital-BWH-,"Emergency Service Assistant, Emergency Department",Greater_Boston_Area,5.0,5,none,none,5
1770,Brigham---Women-s-Hospital-BWH-,Licensed Practical Nurse,Greater_Boston_Area,5.0,5,none,none,5
1771,Brigham---Women-s-Hospital-BWH-,Administrative Assistant I,Greater_Boston_Area,5.0,none,none,none,5
1772,Brigham---Women-s-Hospital-BWH-,Administrative Assistant/ Front End Staff,Greater_Boston_Area,4.0,5,5,none,none
1773,Brigham---Women-s-Hospital-BWH-,Patient Observer,Greater_Boston_Area,4.0,4,none,3,none
1774,Brigham---Women-s-Hospital-BWH-,New Patient Coordinator,Greater_Boston_Area,5.0,none,5,none,none
1775,Brigham---Women-s-Hospital-BWH-,Chief of Staff,Greater_Boston_Area,5.0,3,none,none,3
1776,Brigham---Women-s-Hospital-BWH-,Project Coordinator,Greater_Boston_Area,5.0,none,5,none,5
1777,Brigham---Women-s-Hospital-BWH-,Food service employee,Greater_Boston_Area,5.0,none,5,none,4
1778,Brigham---Women-s-Hospital-BWH-,Senior Administrative Assistant,Greater_Boston_Area,3.0,none,none,none,5
1779,Brigham---Women-s-Hospital-BWH-,Medical Assistant Externship,Greater_Boston_Area,5.0,5,5,none,none
1780,Brigham---Women-s-Hospital-BWH-,Medical Records Clerk,Greater_Boston_Area,4.0,none,none,5,none
1781,Brigham---Women-s-Hospital-BWH-,"Patient Transport, Personal Care Attendant",Greater_Boston_Area,5.0,none,5,5,none
1782,Brigham---Women-s-Hospital-BWH-,Pathology Assistant,Greater_Boston_Area,5.0,none,5,none,5
1783,Brigham---Women-s-Hospital-BWH-,Medical Transcriptionist,Greater_Boston_Area,2.0,5,none,5,none
1784,Brigham---Women-s-Hospital-BWH-,Practice Assistant II,Greater_Boston_Area,5.0,none,5,none,none
1785,Brigham---Women-s-Hospital-BWH-,Research Assistant - SNR Lab,Greater_Boston_Area,3.0,5,5,none,none
1786,Brigham---Women-s-Hospital-BWH-,Guest Service Attendant,Greater_Boston_Area,1.0,5,none,none,5
1787,Brigham---Women-s-Hospital-BWH-,Histologist,Greater_Boston_Area,3.0,4,none,none,5
1788,Brigham---Women-s-Hospital-BWH-,Registered Cardiac Sonographer,Greater_Boston_Area,5.0,none,5,4,none
1789,Brigham---Women-s-Hospital-BWH-,Administrative Assistant,Greater_Boston_Area,4.0,none,5,none,none
1790,Brigham---Women-s-Hospital-BWH-,Medical Assistant,Greater_Boston_Area,5.0,none,none,none,5
1791,Brigham---Women-s-Hospital-BWH-,Medical Assistant/Phlebotomy,Greater_Boston_Area,5.0,none,5,4,none
1792,Brigham---Women-s-Hospital-BWH-,Patient Observer,Greater_Boston_Area,4.0,none,4,none,none
1793,Brigham---Women-s-Hospital-BWH-,New Patient Coordinator,Greater_Boston_Area,5.0,none,none,5,none
1794,Brigham---Women-s-Hospital-BWH-,Chief of Staff,Greater_Boston_Area,5.0,none,none,none,5
1795,Brigham---Women-s-Hospital-BWH-,Project Coordinator,Greater_Boston_Area,5.0,none,5,5,none
1796,Brigham---Women-s-Hospital-BWH-,Food service employee,Greater_Boston_Area,5.0,none,none,5,5
1797,Brigham---Women-s-Hospital-BWH-,Senior Administrative Assistant,Greater_Boston_Area,3.0,4,none,none,5
1798,Brigham---Women-s-Hospital-BWH-,Medical Assistant Externship,Greater_Boston_Area,5.0,3,none,3,none
1799,Brigham---Women-s-Hospital-BWH-,Medical Records Clerk,Greater_Boston_Area,4.0,none,none,5,none
1800,Brigham---Women-s-Hospital-BWH-,"Patient Transport, Personal Care Attendant",Greater_Boston_Area,5.0,none,none,5,5
1801,Brigham---Women-s-Hospital-BWH-,Pathology Assistant,Greater_Boston_Area,5.0,none,5,none,5
1802,Brigham---Women-s-Hospital-BWH-,Medical Transcriptionist,Greater_Boston_Area,2.0,none,5,none,3
1803,Brigham---Women-s-Hospital-BWH-,Practice Assistant II,Greater_Boston_Area,5.0,none,none,5,5
1804,Brigham---Women-s-Hospital-BWH-,Research Assistant - SNR Lab,Greater_Boston_Area,3.0,5,none,none,none
1805,Brigham---Women-s-Hospital-BWH-,Guest Service Attendant,Greater_Boston_Area,1.0,none,1,none,none
1806,Brigham---Women-s-Hospital-BWH-,Histologist,Greater_Boston_Area,3.0,3,none,3,none
1807,Brigham---Women-s-Hospital-BWH-,Registered Cardiac Sonographer,Greater_Boston_Area,5.0,5,none,none,none
1808,Brigham---Women-s-Hospital-BWH-,Administrative Assistant,Greater_Boston_Area,4.0,none,none,none,5
1809,Brigham---Women-s-Hospital-BWH-,Medical Assistant,Greater_Boston_Area,5.0,5,5,none,none
1810,Brigham---Women-s-Hospital-BWH-,Medical Assistant/Phlebotomy,Greater_Boston_Area,5.0,3,none,none,4
1811,Brigham---Women-s-Hospital-BWH-,PCA/CHUC,Greater_Boston_Area,4.0,none,5,none,none
1812,Brigham---Women-s-Hospital-BWH-,Patient care tech,Greater_Boston_Area,2.0,none,none,5,none
1813,Brigham---Women-s-Hospital-BWH-,Administrative Assistant II,Greater_Boston_Area,3.0,5,5,none,none
1814,Brigham---Women-s-Hospital-BWH-,Research Assistant II,Greater_Boston_Area,4.0,3,none,none,5
1815,Brigham---Women-s-Hospital-BWH-,Senior Practice Assistant,Greater_Boston_Area,5.0,none,5,none,5
1816,Brigham---Women-s-Hospital-BWH-,Administrative Assistant,Greater_Boston_Area,3.0,3,none,none,none
1817,Brigham---Women-s-Hospital-BWH-,"Emergency Service Assistant, Emergency Department",Greater_Boston_Area,5.0,none,5,none,none
1818,Brigham---Women-s-Hospital-BWH-,Medical Surgical Assistant/ Registered Nurse,Greater_Boston_Area,5.0,2,none,none,3
1819,Brigham---Women-s-Hospital-BWH-,Administrative Assistant,Greater_Boston_Area,3.0,4,none,none,none
1820,Brigham---Women-s-Hospital-BWH-,Lead Medical Assistant - Phyllis Jen Center,Greater_Boston_Area,5.0,5,none,5,none
1821,Brigham---Women-s-Hospital-BWH-,Administrative Assistant I,Greater_Boston_Area,5.0,none,5,5,none
1822,Brigham---Women-s-Hospital-BWH-,Surgical Coordinator/Practice Assistant II,Greater_Boston_Area,5.0,4,none,none,5
1823,Brigham---Women-s-Hospital-BWH-,Medical Records Assistant,Greater_Boston_Area,5.0,3,5,none,none
1824,Brigham---Women-s-Hospital-BWH-,Chief of Staff,Greater_Boston_Area,5.0,none,5,none,5
1825,Brigham---Women-s-Hospital-BWH-,Research Assistant,Greater_Boston_Area,5.0,5,none,5,none
1826,Brigham---Women-s-Hospital-BWH-,"Graduate Researcher,  BWH - Harvard Medical School",Greater_Boston_Area,4.0,4,none,none,4
1827,Brigham---Women-s-Hospital-BWH-,"Training Specialist, QA Officer, OR/CSS",Greater_Boston_Area,5.0,5,none,none,5
1828,Brigham---Women-s-Hospital-BWH-,Laboratory Technician,Greater_Boston_Area,5.0,none,none,5,5
1829,Brigham---Women-s-Hospital-BWH-,Radiology Residency Program Coordinator,Greater_Boston_Area,5.0,5,none,5,none
1830,Brigham---Women-s-Hospital-BWH-,Clinical Research Manager,Greater_Boston_Area,5.0,3,none,none,none
1831,Brigham---Women-s-Hospital-BWH-,Research Associate,Greater_Boston_Area,3.0,none,none,none,5
1832,Brigham---Women-s-Hospital-BWH-,Administrative Assistant,Greater_Boston_Area,4.0,none,none,5,5
1833,Brigham---Women-s-Hospital-BWH-,Operator Services,Greater_Boston_Area,4.0,none,none,5,none
1834,Brigham---Women-s-Hospital-BWH-,Registered Nurse,Greater_Boston_Area,4.0,4,5,none,none
1835,Brigham---Women-s-Hospital-BWH-,Health Information Specialist,Greater_Boston_Area,4.0,none,none,5,5
1836,Brigham---Women-s-Hospital-BWH-,Practice Secretary- Watkins Cardiovascular Clinic,Greater_Boston_Area,4.0,4,none,none,4
1837,Brigham---Women-s-Hospital-BWH-,Patient Observer,Greater_Boston_Area,4.0,none,5,5,none
1838,Brigham---Women-s-Hospital-BWH-,Division of Thoracic Surgery-Medical Assistant II,Greater_Boston_Area,5.0,5,none,5,none
1839,Brigham---Women-s-Hospital-BWH-,Registered Nurse,Greater_Boston_Area,4.0,none,5,none,5
1840,Brigham---Women-s-Hospital-BWH-,Administrative Assistant,Greater_Boston_Area,5.0,none,5,none,none
1841,Brigham---Women-s-Hospital-BWH-,Patient Care Assistant,Greater_Boston_Area,4.0,none,none,5,5
1842,Brigham---Women-s-Hospital-BWH-,Medical Assistant,Greater_Boston_Area,5.0,4,none,none,5
1843,Brigham---Women-s-Hospital-BWH-,PCA/CHUC,Greater_Boston_Area,4.0,none,none,5,none
1844,Brigham---Women-s-Hospital-BWH-,Research Lab Assistant,Greater_Boston_Area,3.0,5,none,none,none
1845,Brigham---Women-s-Hospital-BWH-,Nurse in Charge,Greater_Boston_Area,5.0,4,none,none,4
1846,Brigham---Women-s-Hospital-BWH-,Office Assistant,Greater_Boston_Area,3.0,5,none,4,none
1847,Brigham---Women-s-Hospital-BWH-,Research Assistant II,Greater_Boston_Area,4.0,5,none,none,none
1848,Brigham---Women-s-Hospital-BWH-,Senior Practice Assistant,Greater_Boston_Area,5.0,none,3,none,none
1849,Brigham---Women-s-Hospital-BWH-,Administrative Assistant,Greater_Boston_Area,3.0,none,none,5,5
1850,Brigham---Women-s-Hospital-BWH-,Executive Assistant,Greater_Boston_Area,5.0,none,none,4,none
1851,Brigham---Women-s-Hospital-BWH-,Medical Surgical Assistant/ Registered Nurse,Greater_Boston_Area,5.0,none,4,none,none
1852,Brigham---Women-s-Hospital-BWH-,Surgical Coordinator/Practice Assistant II,Greater_Boston_Area,5.0,none,none,4,none
1853,Brigham---Women-s-Hospital-BWH-,Medical Records Assistant,Greater_Boston_Area,5.0,1,none,2,none
1854,Brigham---Women-s-Hospital-BWH-,Chief of Staff,Greater_Boston_Area,5.0,none,none,5,5
1855,Brigham---Women-s-Hospital-BWH-,Project Manager,Greater_Boston_Area,5.0,none,5,5,none
1856,Brigham---Women-s-Hospital-BWH-,Certified Pharmacy Technician,Greater_Boston_Area,5.0,4,none,5,none
1857,Brigham---Women-s-Hospital-BWH-,"Graduate Researcher,  BWH - Harvard Medical School",Greater_Boston_Area,4.0,none,4,none,none
1858,Brigham---Women-s-Hospital-BWH-,Laboratory Technician,Greater_Boston_Area,5.0,5,none,none,5
1859,Brigham---Women-s-Hospital-BWH-,"Training Specialist, QA Officer, OR/CSS",Greater_Boston_Area,5.0,none,5,none,4
1860,Brigham---Women-s-Hospital-BWH-,Registered Nurse,Greater_Boston_Area,5.0,4,none,none,none
1861,Brigham---Women-s-Hospital-BWH-,CT TECHNOLOGIST,Greater_Boston_Area,5.0,5,5,none,none
1862,Brigham---Women-s-Hospital-BWH-,Medical Assistant Extern,Greater_Boston_Area,5.0,none,5,5,none
1863,Brigham---Women-s-Hospital-BWH-,Food service employee,Greater_Boston_Area,5.0,none,5,none,5
1864,Brigham---Women-s-Hospital-BWH-,Network Technician,Greater_Boston_Area,3.0,none,5,5,none
1865,Brigham---Women-s-Hospital-BWH-,Pathology Assistant,Greater_Boston_Area,5.0,none,none,3,4
1866,Brigham---Women-s-Hospital-BWH-,Certified Pharmacy Technician,Greater_Boston_Area,5.0,none,none,5,none
1867,Brigham---Women-s-Hospital-BWH-,Secretary,Greater_Boston_Area,4.0,none,none,5,none
1868,Brigham---Women-s-Hospital-BWH-,Project Manager,Greater_Boston_Area,5.0,none,none,none,5
1869,Brigham---Women-s-Hospital-BWH-,Medical Assistant Extern,Greater_Boston_Area,5.0,none,5,none,5
1870,Brigham---Women-s-Hospital-BWH-,"Nurse in Charge, 7A, Hematology/Oncology/BMT",Greater_Boston_Area,3.0,3,5,none,none
1871,Brigham---Women-s-Hospital-BWH-,Registered Nurse,Greater_Boston_Area,5.0,5,none,none,5
1872,Brigham---Women-s-Hospital-BWH-,Registered Cardiac Sonographer,Greater_Boston_Area,5.0,none,none,none,5
1873,Brigham---Women-s-Hospital-BWH-,CT TECHNOLOGIST,Greater_Boston_Area,5.0,4,none,none,none
1874,Brigham---Women-s-Hospital-BWH-,Food service employee,Greater_Boston_Area,5.0,none,none,5,none
1875,Brigham---Women-s-Hospital-BWH-,"Practice Assistant, Department of Neurosurgery",Greater_Boston_Area,5.0,none,none,5,none
1876,Brigham---Women-s-Hospital-BWH-,Social Work Intern,Greater_Boston_Area,5.0,4,none,none,none
1877,Brigham---Women-s-Hospital-BWH-,Practice Secretary- Watkins Cardiovascular Clinic,Greater_Boston_Area,4.0,none,none,5,5
1878,Brigham---Women-s-Hospital-BWH-,Registered Nurse,Greater_Boston_Area,5.0,5,none,5,none
1879,Brigham---Women-s-Hospital-BWH-,Surgical technologist extern,Greater_Boston_Area,4.0,none,none,5,5
1880,Brigham---Women-s-Hospital-BWH-,Secretary,Greater_Boston_Area,5.0,none,none,5,none
1881,Brigham---Women-s-Hospital-BWH-,Executive Assistant,Greater_Boston_Area,5.0,none,none,4,none
1882,Brigham---Women-s-Hospital-BWH-,Certified Pharmacy Technician,Greater_Boston_Area,5.0,none,none,5,none
1883,Brigham---Women-s-Hospital-BWH-,Postdoctoral Fellow,Greater_Boston_Area,5.0,none,5,none,4
1884,Brigham---Women-s-Hospital-BWH-,Practice Assistant II,Greater_Boston_Area,4.0,none,5,none,5
1885,Brigham---Women-s-Hospital-BWH-,Secretary,Greater_Boston_Area,4.0,1,none,4,none
1886,Brigham---Women-s-Hospital-BWH-,Medical Assistant,Greater_Boston_Area,3.0,none,none,5,none
1887,Brigham---Women-s-Hospital-BWH-,Emergency Service Assistant,Greater_Boston_Area,4.0,none,5,none,none
1888,Brigham---Women-s-Hospital-BWH-,Research Lab Assistant,Greater_Boston_Area,3.0,none,4,none,none
1889,Brigham---Women-s-Hospital-BWH-,Anesthesia Technician,Greater_Boston_Area,5.0,none,none,5,none
1890,Brigham---Women-s-Hospital-BWH-,Billing and Coding Compliance Coordinator,Greater_Boston_Area,5.0,4,5,none,none
1891,Brigham---Women-s-Hospital-BWH-,Personal Care Assistant,Greater_Boston_Area,5.0,none,5,5,none
1892,Brigham---Women-s-Hospital-BWH-,Technical Research Assistant,Greater_Boston_Area,4.0,none,5,none,none
1893,Brigham---Women-s-Hospital-BWH-,Program Director,Greater_Boston_Area,5.0,3,none,none,4
1894,Brigham---Women-s-Hospital-BWH-,Medical Assistant Extern,Greater_Boston_Area,5.0,4,none,none,none
1895,Brigham---Women-s-Hospital-BWH-,Service Coordinator,Greater_Boston_Area,4.0,none,4,none,none
1896,Brigham---Women-s-Hospital-BWH-,Radiology Residency Program Coordinator,Greater_Boston_Area,5.0,4,none,5,none
1897,Brigham---Women-s-Hospital-BWH-,Senior Technical Research Assistant,Greater_Boston_Area,4.0,none,none,5,5
1898,Brigham---Women-s-Hospital-BWH-,transport,Greater_Boston_Area,3.0,4,none,none,4
1899,Brigham---Women-s-Hospital-BWH-,Unit Coordinator/Medical Intensive Care Unit 3/BC,Greater_Boston_Area,5.0,5,5,none,none
1900,Brigham---Women-s-Hospital-BWH-,Administrative Assistant/ Front End Staff,Greater_Boston_Area,4.0,3,none,5,none
1901,Brigham---Women-s-Hospital-BWH-,Executive Assistant,Greater_Boston_Area,5.0,4,none,4,none
1902,Brigham---Women-s-Hospital-BWH-,Certified Pharmacy Technician,Greater_Boston_Area,5.0,3,none,5,none
1903,Brigham---Women-s-Hospital-BWH-,Postdoctoral Fellow,Greater_Boston_Area,5.0,none,none,5,none
1904,Brigham---Women-s-Hospital-BWH-,Practice Assistant II,Greater_Boston_Area,4.0,none,none,3,none
1905,Brigham---Women-s-Hospital-BWH-,Secretary,Greater_Boston_Area,4.0,5,none,5,none
1906,Brigham---Women-s-Hospital-BWH-,Medical Assistant,Greater_Boston_Area,3.0,5,5,none,none
1907,Brigham---Women-s-Hospital-BWH-,Emergency Service Assistant,Greater_Boston_Area,4.0,none,5,5,none
1908,Brigham---Women-s-Hospital-BWH-,Research Lab Assistant,Greater_Boston_Area,3.0,none,none,5,5
1909,Brigham---Women-s-Hospital-BWH-,Anesthesia Technician,Greater_Boston_Area,5.0,none,none,none,none
